16,Fun Race 3D,Games,https://apps.apple.com/in/app/fun-race-3d/id1462556579?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
17,Google Maps - Transit & Food,Navigation,https://apps.apple.com/in/app/google-maps-transit-food/id585027354?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
18,Paytm- Payments & Bank Account,Shopping,https://apps.apple.com/in/app/paytm-payments-bank-account/id473941634?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
19,Ola Cabs,Travel,https://apps.apple.com/in/app/ola-cabs/id539179365?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
20,SHAREit - Connect & Transfer,Productivity,https://apps.apple.com/in/app/shareit-connect-transfer/id725215120?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
21,Club Factory - Unbeaten Price,Shopping,https://apps.apple.com/in/app/club-factory-unbeaten-price/id1112879717?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
22,Netflix,Entertainment,https://apps.apple.com/in/app/netflix/id363590051?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
23,Snapchat,Photo & Video,https://apps.apple.com/in/app/snapchat/id447188370?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
24,MyJio: For Everything Jio,Productivity,https://apps.apple.com/in/app/myjio-for-everything-jio/id1074964262?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
25,Uber,Travel,https://apps.apple.com/in/app/uber/id368677368?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
26,CamScanner-Scanner to scan PDF,Productivity,https://apps.apple.com/in/app/camscanner-scanner-to-scan-pdf/id388627783?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
27,Sand Balls,Games,https://apps.apple.com/in/app/sand-balls/id1474046667?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
28,Amazon Prime Video,Entertainment,https://apps.apple.com/in/app/amazon-prime-video/id545519333?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
29,YouTube Kids,Entertainment,https://apps.apple.com/in/app/youtube-kids/id936971630?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
30,MX Player,Entertainment,https://apps.apple.com/in/app/mx-player/id1429703801?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
31,Spotify New Music and Podcasts,Music,https://apps.apple.com/in/app/spotify-new-music-and-podcasts/id324684580?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
32,JioSaavn (formerly JioMusic),Music,https://apps.apple.com/in/app/jiosaavn-formerly-jiomusic/id441813332?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
33,Flipkart - Online Shopping App,Shopping,https://apps.apple.com/in/app/flipkart-online-shopping-app/id742044692?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
34,Airtel Thanks- Recharge & Bank,Lifestyle,https://apps.apple.com/in/app/airtel-thanks-recharge-bank/id543184334?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
35,SHEIN-Fashion Shopping Online,Shopping,https://apps.apple.com/in/app/shein-fashion-shopping-online/id878577184?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
36,OYO: Search & Book Hotel Rooms,Travel,https://apps.apple.com/in/app/oyo-search-book-hotel-rooms/id988141624?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
37,Google Drive  online backup,Productivity,https://apps.apple.com/in/app/google-drive-online-backup/id507874739?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
38,YONO SBI:Banking and Lifestyle,Finance,https://apps.apple.com/in/app/yono-sbi-banking-and-lifestyle/id1231393474?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
39,Ludo King,Games,https://apps.apple.com/in/app/ludo-king/id993090598?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
40,Google Photos,Photo & Video,https://apps.apple.com/in/app/google-photos/id962194608?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
41,Call Recorder for Me,Business,https://apps.apple.com/in/app/call-recorder-for-me/id1413092345?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
42,Hotstar,Entertainment,https://apps.apple.com/in/app/hotstar/id934459219?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
43,ZEE5 - Shows Live TV & Movies,Entertainment,https://apps.apple.com/in/app/zee5-shows-live-tv-movies/id743691886?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
44,OLX: Buy & Sell near you,Shopping,https://apps.apple.com/in/app/olx-buy-sell-near-you/id913492792?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
45,Astrology & Palmistry Coach,Lifestyle,https://apps.apple.com/in/app/astrology-palmistry-coach/id1374212456?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
46,Scanner PDF  Scan Documents,Business,https://apps.apple.com/in/app/scanner-pdf-scan-documents/id1314963982?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
47,Township: Farm & City Building,Games,https://apps.apple.com/in/app/township-farm-city-building/id638689075?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
48,Automatic call recorder ,Business,https://apps.apple.com/in/app/automatic-call-recorder/id1362975885?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
49,Myntra - Fashion Shopping App,Shopping,https://apps.apple.com/in/app/myntra-fashion-shopping-app/id907394059?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
50,Scanner App: PDF Docs Scan,Business,https://apps.apple.com/in/app/scanner-app-pdf-docs-scan/id1040149161?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
51,Uber Eats: Food Delivery,Food & Drink,https://apps.apple.com/in/app/uber-eats-food-delivery/id1058959277?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
52,Find Hidden Objects in Picture,Entertainment,https://apps.apple.com/in/app/find-hidden-objects-in-picture/id1465691296?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
53,"MakeMyTrip - Flights, Hotels",Travel,https://apps.apple.com/in/app/makemytrip-flights-hotels/id530488359?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
54,Disc Pool Carrom,Games,https://apps.apple.com/in/app/disc-pool-carrom/id1420551478?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
55,Dominos Pizza,Food & Drink,https://apps.apple.com/in/app/dominos-pizza/id523106486?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
56,Facebook Lite,Social Networking,https://apps.apple.com/in/app/facebook-lite/id1393838612?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
57,LinkedIn,Social Networking,https://apps.apple.com/in/app/linkedin/id288429040?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
58,Rapido Bike App,Travel,https://apps.apple.com/in/app/rapido-bike-app/id1198464606?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
59,Homescapes,Games,https://apps.apple.com/in/app/homescapes/id1195621598?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
60,PicsArt Photo Editor + Collage,Photo & Video,https://apps.apple.com/in/app/picsart-photo-editor-collage/id587366035?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
61,Pinterest: Lifestyle Ideas,Social Networking,https://apps.apple.com/in/app/pinterest-lifestyle-ideas/id429047995?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
62,"ixigo: IRCTC Rail, Bus Booking",Travel,https://apps.apple.com/in/app/ixigo-irctc-rail-bus-booking/id1148984317?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
63,WhatsApp Business,Business,https://apps.apple.com/in/app/whatsapp-business/id1386412985?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
64,AJIO Online Shopping App,Shopping,https://apps.apple.com/in/app/ajio-online-shopping-app/id1113425372?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
65,HDFC Bank Mobile App,Finance,https://apps.apple.com/in/app/hdfc-bank-mobile-app/id1445034044?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
66,UrbanClap - Service Experts,Lifestyle,https://apps.apple.com/in/app/urbanclap-service-experts/id1032480595?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
67,Google Translate,Reference,https://apps.apple.com/in/app/google-translate/id414706506?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
68,Playdead's INSIDE,Games,https://apps.apple.com/in/app/playdeads-inside/id1201642309?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
69,BetterMe: Walking & Weightloss,Health & Fitness,https://apps.apple.com/in/app/betterme-walking-weightloss/id1434400695?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
70,Battle Disc,Games,https://apps.apple.com/in/app/battle-disc/id1468445666?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
71,Voot,Entertainment,https://apps.apple.com/in/app/voot/id1011777157?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
72,"Astroline astrology, horoscope",Lifestyle,https://apps.apple.com/in/app/astroline-astrology-horoscope/id1448364002?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
73,bigbasket - Grocery Delivery,Shopping,https://apps.apple.com/in/app/bigbasket-grocery-delivery/id660683603?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
74,Nykaa Fashion - Shopping App,Shopping,https://apps.apple.com/in/app/nykaa-fashion-shopping-app/id1439872423?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
75,ALTBalaji  Original Webseries,Entertainment,https://apps.apple.com/in/app/altbalaji-original-webseries/id1080276092?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
76,cure.fit,Health & Fitness,https://apps.apple.com/in/app/cure-fit/id1217794588?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
77,Life Advisor: Personal Test,Health & Fitness,https://apps.apple.com/in/app/life-advisor-personal-test/id1457000928?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
78,Candy Crush Saga,Games,https://apps.apple.com/in/app/candy-crush-saga/id553834731?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
79,Where is my Train : IRCTC,Travel,https://apps.apple.com/in/app/where-is-my-train-irctc/id1337578828?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
80,FirstCry: Baby & Kids,Shopping,https://apps.apple.com/in/app/firstcry-baby-kids/id952114772?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
81,iMobile by ICICI Bank,Finance,https://apps.apple.com/in/app/imobile-by-icici-bank/id375276006?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
82,Call Recorder for Phone Calls,Business,https://apps.apple.com/in/app/call-recorder-for-phone-calls/id1166474681?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
83,CRED - Pay credit card bills,Lifestyle,https://apps.apple.com/in/app/cred-pay-credit-card-bills/id1428580080?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
84,VPN proxy Unlimited for phone,Productivity,https://apps.apple.com/in/app/vpn-proxy-unlimited-for-phone/id1446752361?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
85,Asphalt 9: Legends,Games,https://apps.apple.com/in/app/asphalt-9-legends/id805603214?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
86,Color Saw 3D,Games,https://apps.apple.com/in/app/color-saw-3d/id1477886919?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
87,imo video calls and chat,Social Networking,https://apps.apple.com/in/app/imo-video-calls-and-chat/id336435697?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
88,Pokemon Masters,Games,https://apps.apple.com/in/app/pok%C3%A9mon-masters/id1442061397?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
89,PicsHub -Art Effects & Get old,Photo & Video,https://apps.apple.com/in/app/picshub-art-effects-get-old/id1439897102?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
90,BHIM  Making India Cashless,Finance,https://apps.apple.com/in/app/bhim-making-india-cashless/id1200315258?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
91,My LIC,Finance,https://apps.apple.com/in/app/my-lic/id1324158565?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
92,BookMyShow Entertainment,Entertainment,https://apps.apple.com/in/app/bookmyshow-entertainment/id405894842?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
93,JioTV-Live TV & Catch-Up,Entertainment,https://apps.apple.com/in/app/jiotv-live-tv-catch-up/id1060965205?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
94,Young Radio+ Music,Music,https://apps.apple.com/in/app/young-radio-music/id1455936706?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
95,LIC Customer,Finance,https://apps.apple.com/in/app/lic-customer/id1324159013?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
96,Alibaba.com B2B Trade App,Business,https://apps.apple.com/in/app/alibaba-com-b2b-trade-app/id503451073?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
97,Snapdeal: Online Shopping App,Shopping,https://apps.apple.com/in/app/snapdeal-online-shopping-app/id721124909?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
98,Let Me Out - Addictive Puzzle,Games,https://apps.apple.com/in/app/let-me-out-addictive-puzzle/id1440451402?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
99,My Vodafone (India),Utilities,https://apps.apple.com/in/app/my-vodafone-india/id623834540?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
100,Nykaa  Makeup/Beauty Shopping,Shopping,https://apps.apple.com/in/app/nykaa-makeup-beauty-shopping/id1022363908?uo=4&v0=WWW-APIN-ITSTOP100-FREEAPPS&l=en
